dths_isch_0_74_2_rate_1_08_12_12, dths_tot_0_74_2_rate_1_08_12_12, area_code, area_name, dths_canc_0_74_2_rate_1_08_12_12, dth_dia_0_74_2_rate_1_08_12_12
13.0347973493209,178.820528127416,26350,"Stonnington (C)",87.079107750095,3.11577089884531
28.7495914120708,280.247989943459,26430,"Strathbogie (S)",105.157596159213,null
15.1897789649085,145.900798227144,26490,"Surf Coast (S)",72.0714601530315,null
30.8223401257072,276.600575411451,26610,"Swan Hill (RC)",120.779918053437,9.266110512725
25.0861377041808,216.351069382952,26670,"Towong (S)",80.6017514205237,null
19.3920336659727,250.284050447998,26700,"Wangaratta (RC)",108.953429224804,6.41092194990942
23.6398926922167,256.68907190647,26730,"Warrnambool (C)",129.710126675663,6.35005781764082
27.8641208540261,281.982346999141,26810,"Wellington (S)",123.858667185988,7.6996490316176
40.3560082386671,337.951841907724,26890,"West Wimmera (S)",159.995424832398,null
15.3726340263757,182.955411186113,26980,"Whitehorse (C)",84.4748354629037,2.57121887652363
24.6758299971246,225.185816823025,27070,"Whittlesea (C)",101.4649105721,7.94553691074699
27.253280670261,258.736550294243,27170,"Wodonga (RC)",110.661741291478,7.34840269490263
25.5082345905169,231.240606141949,27260,"Wyndham (C)",104.754512742832,4.95088206887955
20.6295393572,233.45775269805,27350,"Yarra (C)",104.139535051873,6.65231941668703
20.6429887700283,202.178539897477,27450,"Yarra Ranges (S)",90.1943048050765,1.8679037569691
29.6462406716427,301.798432796936,27630,"Yarriambiack (S)",123.787701852411,null
0.0,null,29399,"Unincorporated Vic",null,0.0
